,names,link,research_field,subfaculty,faculty,link_CU,research_interest
180,Simon McMahon,https://scholar.google.co.uk/citations?hl=en&user=hzvD33AAAAAJ,"Migration, politics of migration, Southern European politics, EU politics",,,,
181,Dr. Syed Aziz Shah,https://scholar.google.co.uk/citations?hl=en&user=pLmSwZcAAAAJ,"THz Sensing, Radar Technology, Physiological Measurement Non-Invasive Healthcare, AI/Machine Learning, Healthcare Technology",,,,
182,Sara Sharifzadeh,https://scholar.google.co.uk/citations?hl=en&user=p3hFOZgAAAAJ,"Artificial Intelligence, Machine Learning, Image/Signal Processing, Multivariate analysis, Intelligent Automation",Faculty Research Centre for Data Science,"Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/sara-sharifzadeh,"Research Interests: Signal, image and video analysisMultivariate data analysisMachine learningArtificial Intelligence (AI)Spectral signal/image analysis3D point cloud data analysisRoboticsEmbedded systems
 "
183,Kristina Curtis,https://scholar.google.co.uk/citations?hl=en&user=K9wMlB4AAAAJ,"Behaviour change, Public Health, eHealth, UCD, Childhood obesity",Faculty Research Centre for Intelligent Healthcare,Faculty of Health & Life Sciences,https://pureportal.coventry.ac.uk/en/persons/kristina-curtis,Research Interests: eHealth; Public health; Behaviour change; Health psychology; Childhood obesity; User-centred design; Intervention development and evaluation
184,Joseph Fernandes,https://scholar.google.co.uk/citations?hl=en&user=Qyhjni4AAAAJ,Accounting and Finance,,,,
185,Farhan Ahmad,https://scholar.google.co.uk/citations?hl=en&user=mfQxej8AAAAJ,"Vehicular Networks (VANETs), Trust Models, Mobile Communication (LTE-A, 5G), Blockchain",,,https://pureportal.coventry.ac.uk/en/persons/farhan-ahmad,Education/Academic qualification: None
186,Jinlei Shang,https://scholar.google.co.uk/citations?hl=en&user=JAVEY14AAAAJ,"Hydrogen Fuel Cell, Hybrid, Battery, Electric Vehicle, Power-train efficiency",,,https://pureportal.coventry.ac.uk/en/persons/jinlei-shang,Keywords: None
187,David Waugh,https://scholar.google.co.uk/citations?hl=en&user=reSYdqEAAAAJ,"Laser surface engineering, wettability, adhesion, bioengineering, materials science",,,https://pureportal.coventry.ac.uk/en/persons/david-waugh,Research Interests: Adhesion; Dynamics; Surface Engineering; Statics and Mechanics; Laser material processing; Wettability Characteristics
188,Dr C. D. Thake (Doug Thake),https://scholar.google.co.uk/citations?hl=en&user=LY0Xt_oAAAAJ,"Environmental physiology, exercise science",,,,
189,Mark Elshaw,https://scholar.google.co.uk/citations?hl=en&user=wPywZB0AAAAJ,Machine learning and robotics,"School of Computing, Electronics and Maths","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/mark-elshaw,Research Interests: Speech recognition; Robot-human interaction; Grounding of speech and actions in robots; Biomimetic robotics and their applications; Emotional production and recognition in robots; Use of an experimental-based methodology for creating intelligent systems
190,Dr. Pratik Shukla,https://scholar.google.co.uk/citations?hl=en&user=iZ9jxGwAAAAJ,"Laser Materials Processing, Laser Peening, Laser-beam Characterization, Manufacturing, Materials Science",,,,
191,Aiping Xu,https://scholar.google.co.uk/citations?hl=en&user=ttZDCjAAAAAJ,"Control theory, Education",,,https://pureportal.coventry.ac.uk/en/persons/aiping-xu,External positions: None
192,Seong Ki Yoo,https://scholar.google.co.uk/citations?hl=en&user=u3Wuqm0AAAAJ,"Channel Measurements and Modeling, (Wearable) Internet of Things, Vehicular Communications, mmWave Communications, Future Cities",Faculty Research Centre for Data Science,"Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/seong-ki-yoo,"Biography: Seong Ki Yoo received the B.Eng. (Hons.) degree in telecommunication systems from the University of Surrey, Guildford, U.K., in 2010, and the M.Sc. degree in communications and signal processing from Imperial College London, London, U.K., in 2012 and the Ph.D. degree from Queen's University Belfast, Belfast, U.K., in 2017. His Doctoral studies were sponsored by U.K. Engineering and Physical Sciences Research Council (EPSRC). He was a post-doctoral research fellow with Centre for Wireless Innovation (CWI), ECIT Institute, Queen’s University Belfast.  He worked on the project entitled ‘Enabling Cellular Networks to Exploit Millimetre-wave Opportunities (NEMOs)’ which includeed collaboration with Trinity College Dublin and Virginia Tech. He was also a junior researcher with Korea Electrotechnology Research Institute (KERI), Ansan, South Korea, from 2012 to 2013. He joined Coventry University in October 2019 and is currently working as a Lecturer in the School of Computing, Electronics and Mathematics, Coventry University. "
193,Essam Abo-Serie,https://scholar.google.co.uk/citations?hl=en&user=EnasExcAAAAJ,"Liquid Spray, Aerodynamics, GDI, Thermofluids, Heat Transfer","School of Mechanical, Aerospace and Automotive Engineering","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/essam-abo-serie-abdelfatah,Education/Academic qualification: None
194,Emma Holdsworth,https://scholar.google.co.uk/citations?hl=en&user=N7EFBiUAAAAJ,"Forensic Psychology, Offender Rehabilitation, Brief Solution-Focused Therapy, Psychology in the Criminal Justice System","School of Psychological, Social and Behavioural Sciences",Faculty of Health & Life Sciences,https://pureportal.coventry.ac.uk/en/persons/emma-holdsworth,"Research Interests: Offender rehabilitation, strengths-based approaches to the treatment of offenders, Criminal Justice Processes"
195,Jonathan Eden,https://scholar.google.co.uk/citations?hl=en&user=w3q0eewAAAAJ,,,,https://pureportal.coventry.ac.uk/en/persons/jonathan-eden,"Biography: With an academic background in applied meteorology and climatology, Jonathan Eden completed his PhD in climate science at the University of Birmingham. His PhD research involved the development of a statistical correction for precipitation simulated by global climate models with the aim of producing better estimates for future rainfall changes at small spatial scales. 
Seeking a new challenge and with a desire to work abroad, Jonathan joined the Royal Netherlands Meteorological Institute (KNMI) as a postdoctoral researcher in 2014. Within the Weather and Climate Model Research and Development department, he worked primarily on the EU-funded projects SPECS and EUCLEIA in the fields of seasonal-to-decadal forecasting and the extreme event attribution respectively, working alongside multiple partners at other leading meteorological research institutes.
Jonathan returned to the UK to join CAWR as a Research Fellow in June 2017."
196,Stefanie Lemke,https://scholar.google.co.uk/citations?hl=en&user=aSbrutkAAAAJ,"food and nutrition security, local food systems, sustainable diets and livelihoods, right to adequate food, gender",,,https://pureportal.coventry.ac.uk/en/persons/stefanie-lemke,"Research Interests: Food and nutrition security with focus on underlying structural causes of poverty and hunger; right to adequate food; women's rights; gender; sustainable livelihoods; sustainable diets and local food systems; governance of natural resources; qualitative, participatory, transdisciplinary, rights-based and gendered approaches"
197,James Bennett,https://scholar.google.co.uk/citations?hl=en&user=DOBxIMgAAAAJ,"Ecology, rangelands, governance, common property.",,,https://pureportal.coventry.ac.uk/en/persons/james-bennett,Research Interests: Tropical agriculture (particularly livestock production); Issues associated with human development and the loss of biodiversity; The relationship between farmland management and conservation of biodiversity within the UK; Rangeland ecology and subsistence production systems premised on extensive livestock ownership on communally-held grazing lands
198,ALESSIO FACCIA,https://scholar.google.co.uk/citations?hl=en&user=Ij6x4uEAAAAJ,"Accounting, Finance, AIS, Business Administration",,,,
199,Jiangtao Wang,https://scholar.google.co.uk/citations?hl=en&user=9uIhuHkAAAAJ,"Crowd Sensing, Mobile Crowdsourcing, AI for Healthcare, Intelligent Healthcare",Faculty Research Centre for Intelligent Healthcare,Faculty of Health & Life Sciences,https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang,"Research Interests: Ubiquitous computing, Mobile crowdsensing/crowdsroucing, Digital Health,  Internet of Things."
200,Lisa Ganobcsik-Williams,https://scholar.google.co.uk/citations?hl=en&user=F-x6uEYAAAAJ,"Academic Writing, Composition & Rhetoric, WID/WAC, Writing Program Administration, Writing Centers/Writing Centres",,,https://pureportal.coventry.ac.uk/en/persons/lisa-ganobcsik-williams,None: None
201,Ernest O. Nnadi,https://scholar.google.co.uk/citations?hl=en&user=Xf0KCdMAAAAJ,,,,,
202,Gemma Foster (nee Sutton),https://scholar.google.co.uk/citations?hl=en&user=lml5pUQAAAAJ,,,,,
203,Stavros-Richard Christopoulos,https://scholar.google.co.uk/citations?hl=en&user=8kOpvOEAAAAJ,"Complex systems, Statistical Physics, Condensed Matter Physics, Advanced atomic scale techniques, Natural Time analysis",,,,
204,Dr. Evangelos I. Gkanas,https://scholar.google.co.uk/citations?hl=en&user=vS2sdwkAAAAJ,"Renewable Energy, Materials for Energy Storage, Hydrogen Storage, Nanomaterials",,,,
205,Anh Lan Ho Tran,https://scholar.google.co.uk/citations?hl=en&user=_r9ot_oAAAAJ,"Humanitarian Engineering, Engineering Education, Water and sanitation hygiene (WASH), Renewable energy, Appropriate technology",,,,
206,Christo Panchev,https://scholar.google.co.uk/citations?hl=en&user=VaBsGb0AAAAJ,"Cybersecurity: Penetration Testing, Intrusion Detection Systems, Intelligent Systems: Machine Learning, Neural Networks, Mathema","School of Computing, Electronics and Maths","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/christo-panchev,None: None
207,Dr Rasha Kassem,https://scholar.google.co.uk/citations?hl=en&user=QHXX61sAAAAJ,Assistant Professor,,,,
208,Dr Jess Rollason,https://scholar.google.co.uk/citations?hl=en&user=zP4VnjMAAAAJ,Biomolecular Sciences - Microbiology,,,,
